LID , PID , TYPE , AREA
habrd40 ,421, habitat ,0.0819
habrd40 ,422, habitat ,0.0819
habrd40 ,423, habitat ,220.5954
habrd40 ,426, habitat ,0.1639
habrd40 ,432, habitat ,0.0819
habrd40 ,433, habitat ,0.0819
habrd40 ,437, habitat ,0.1639
habrd40 ,441, habitat ,0.0819
habrd40 ,446, habitat ,3.7695
habrd40 ,447, habitat ,160.0382
habrd40 ,451, habitat ,13.1931
habrd40 ,460, habitat ,0.1639
habrd40 ,464, habitat ,0.0819
habrd40 ,466, habitat ,1.2292
habrd40 ,469, habitat ,24.0098
habrd40 ,471, habitat ,23.1084
habrd40 ,475, habitat ,12.9473
habrd40 ,485, habitat ,0.0819
habrd40 ,488, habitat ,93.3351
habrd40 ,490, habitat ,0.6556
habrd40 ,509, habitat ,0.0819
habrd40 ,510, habitat ,0.2458
habrd40 ,512, habitat ,0.0819
habrd40 ,515, habitat ,26.3043
habrd40 ,516, habitat ,0.0819
habrd40 ,518, habitat ,0.0819
habrd40 ,519, habitat ,0.0819
habrd40 ,521, habitat ,0.0819
habrd40 ,522, habitat ,4.9986
habrd40 ,523, habitat ,2.7861
habrd40 ,529, habitat ,2.95
habrd40 ,532, habitat ,5.9
habrd40 ,536, habitat ,0.3278
habrd40 ,537, habitat ,68.5878
habrd40 ,541, habitat ,0.1639
habrd40 ,542, habitat ,0.2458
habrd40 ,544, habitat ,0.0819
habrd40 ,545, habitat ,0.1639
habrd40 ,546, habitat ,0.0819
habrd40 ,547, habitat ,0.0819
habrd40 ,548, habitat ,7.375
habrd40 ,549, habitat ,0.2458
habrd40 ,551, habitat ,16.9626
habrd40 ,552, habitat ,0.6556
habrd40 ,554, habitat ,0.1639
habrd40 ,555, habitat ,174.2146
habrd40 ,556, habitat ,0.0819
habrd40 ,557, habitat ,1.475
habrd40 ,558, habitat ,0.4097
habrd40 ,561, habitat ,0.0819
habrd40 ,565, habitat ,0.0819
habrd40 ,566, habitat ,0.0819
habrd40 ,567, habitat ,1.2292
habrd40 ,568, habitat ,0.0819
habrd40 ,569, habitat ,0.1639
habrd40 ,570, habitat ,0.9014
habrd40 ,571, habitat ,2.3764
habrd40 ,572, habitat ,0.0819
habrd40 ,573, habitat ,0.3278
habrd40 ,574, habitat ,0.2458
habrd40 ,575, habitat ,1.6389
habrd40 ,576, habitat ,0.7375
habrd40 ,577, habitat ,0.0819
habrd40 ,578, habitat ,0.2458
habrd40 ,579, habitat ,1.9667
habrd40 ,580, habitat ,0.0819
habrd40 ,581, habitat ,0.0819
habrd40 ,582, habitat ,0.0819
habrd40 ,584, habitat ,0.0819
habrd40 ,586, habitat ,89.7295
habrd40 ,587, habitat ,0.0819
habrd40 ,589, habitat ,0.0819
habrd40 ,590, habitat ,6.3097
habrd40 ,592, habitat ,1.8847
habrd40 ,594, habitat ,3.1139
habrd40 ,595, habitat ,0.0819
habrd40 ,597, habitat ,5.7361
habrd40 ,598, habitat ,0.0819
habrd40 ,599, habitat ,3.6875
habrd40 ,600, habitat ,0.1639
habrd40 ,601, habitat ,0.1639
habrd40 ,603, habitat ,0.3278
habrd40 ,605, habitat ,0.0819
habrd40 ,606, habitat ,0.0819
habrd40 ,607, habitat ,0.4097
habrd40 ,610, habitat ,0.4097
habrd40 ,611, habitat ,0.0819
habrd40 ,612, habitat ,0.4097
habrd40 ,614, habitat ,0.1639
habrd40 ,615, habitat ,0.1639
habrd40 ,616, habitat ,0.0819
habrd40 ,617, habitat ,1.7208
habrd40 ,619, habitat ,1.557
habrd40 ,620, habitat ,5.5722
habrd40 ,621, habitat ,2.7861
habrd40 ,624, habitat ,0.0819
habrd40 ,625, habitat ,3.8514
habrd40 ,627, habitat ,0.0819
habrd40 ,628, habitat ,0.1639
habrd40 ,630, habitat ,0.0819
habrd40 ,631, habitat ,22.3709
habrd40 ,635, habitat ,0.1639
habrd40 ,636, habitat ,29.0085
habrd40 ,637, habitat ,10.325
habrd40 ,638, habitat ,0.0819
habrd40 ,639, habitat ,0.1639
habrd40 ,641, habitat ,2.0486
habrd40 ,643, habitat ,12.8653
habrd40 ,645, habitat ,3.1139
habrd40 ,646, habitat ,4.507
habrd40 ,648, habitat ,0.2458
habrd40 ,649, habitat ,0.0819
habrd40 ,651, habitat ,0.1639
habrd40 ,652, habitat ,10.407
habrd40 ,653, habitat ,2.95
habrd40 ,655, habitat ,2.2125
habrd40 ,657, habitat ,0.1639
habrd40 ,658, habitat ,0.0819
habrd40 ,659, habitat ,0.1639
habrd40 ,660, habitat ,0.5736
habrd40 ,662, habitat ,0.0819
habrd40 ,663, habitat ,0.1639
habrd40 ,665, habitat ,0.0819
habrdurb ,1, nonhabitat ,6042.1989
habrdurb ,3, nonhabitat ,0.9014
habrdurb ,4, nonhabitat ,1.3111
habrdurb ,6, nonhabitat ,5.0806
habrdurb ,7, nonhabitat ,36.5474
habrdurb ,9, nonhabitat ,0.3278
habrdurb ,12, nonhabitat ,4.1792
habrdurb ,13, nonhabitat ,0.6556
habrdurb ,14, nonhabitat ,43.103
habrdurb ,16, nonhabitat ,0.1639
habrdurb ,17, nonhabitat ,0.0819
habrdurb ,18, nonhabitat ,0.0819
habrdurb ,19, nonhabitat ,0.0819
habrdurb ,20, nonhabitat ,0.0819
habrdurb ,21, nonhabitat ,0.5736
habrdurb ,22, nonhabitat ,4.507
habrdurb ,23, nonhabitat ,0.0819
habrdurb ,24, nonhabitat ,1.7208
habrdurb ,25, nonhabitat ,0.0819
habrdurb ,26, nonhabitat ,0.0819
habrdurb ,27, nonhabitat ,0.0819
habrdurb ,28, nonhabitat ,0.1639
habrdurb ,29, nonhabitat ,0.0819
habrdurb ,30, nonhabitat ,0.0819
habrdurb ,32, nonhabitat ,0.1639
habrdurb ,33, nonhabitat ,0.0819
habrdurb ,34, nonhabitat ,0.0819
habrdurb ,35, nonhabitat ,0.0819
habrdurb ,36, nonhabitat ,0.2458
habrdurb ,37, nonhabitat ,0.0819
habrdurb ,39, nonhabitat ,0.0819
habrdurb ,40, nonhabitat ,0.0819
habrdurb ,41, nonhabitat ,0.1639
habrdurb ,42, nonhabitat ,0.0819
habrdurb ,43, nonhabitat ,0.0819
habrdurb ,45, nonhabitat ,0.0819
habrdurb ,46, nonhabitat ,0.1639
habrdurb ,47, nonhabitat ,0.2458
habrdurb ,49, nonhabitat ,0.0819
habrdurb ,50, nonhabitat ,0.0819
habrdurb ,51, nonhabitat ,0.9014
habrdurb ,52, nonhabitat ,0.0819
habrdurb ,53, nonhabitat ,2.6222
habrdurb ,54, nonhabitat ,0.0819
habrdurb ,55, nonhabitat ,0.1639
habrdurb ,56, nonhabitat ,0.0819
habrdurb ,57, nonhabitat ,0.1639
habrdurb ,58, nonhabitat ,0.1639
habrdurb ,59, nonhabitat ,0.1639
habrdurb ,60, nonhabitat ,0.0819
habrdurb ,61, nonhabitat ,0.2458
habrdurb ,62, nonhabitat ,0.1639
habrdurb ,63, nonhabitat ,3.8514
habrdurb ,64, nonhabitat ,0.2458
habrdurb ,65, nonhabitat ,0.0819
habrdurb ,66, nonhabitat ,0.7375
habrdurb ,67, nonhabitat ,0.0819
habrdurb ,68, nonhabitat ,0.0819
habrdurb ,69, nonhabitat ,0.0819
habrdurb ,70, nonhabitat ,2.7861
habrdurb ,72, nonhabitat ,0.2458
habrdurb ,73, nonhabitat ,0.0819
habrdurb ,74, nonhabitat ,0.0819
habrdurb ,75, nonhabitat ,0.0819
habrdurb ,76, nonhabitat ,0.0819
habrdurb ,77, nonhabitat ,0.0819
habrdurb ,78, nonhabitat ,4.3431
habrdurb ,79, nonhabitat ,1.3931
habrdurb ,80, nonhabitat ,0.0819
habrdurb ,81, nonhabitat ,0.0819
habrdurb ,82, nonhabitat ,1.9667
habrdurb ,83, nonhabitat ,0.4097
habrdurb ,85, nonhabitat ,0.4917
habrdurb ,87, nonhabitat ,0.0819
habrdurb ,88, nonhabitat ,0.0819
habrdurb ,89, nonhabitat ,0.1639
habrdurb ,90, nonhabitat ,0.0819
habrdurb ,91, nonhabitat ,0.0819
habrdurb ,92, nonhabitat ,0.0819
habrdurb ,93, nonhabitat ,0.3278
habrdurb ,94, nonhabitat ,0.8194
habrdurb ,95, nonhabitat ,0.0819
habrdurb ,96, nonhabitat ,0.0819
habrdurb ,97, nonhabitat ,0.3278
habrdurb ,99, nonhabitat ,0.2458
habrdurb ,101, nonhabitat ,0.1639
habrdurb ,102, nonhabitat ,0.0819
habrdurb ,103, nonhabitat ,0.4097
habrdurb ,104, nonhabitat ,3.1958
habrdurb ,105, nonhabitat ,0.9014
habrdurb ,107, nonhabitat ,0.3278
habrdurb ,109, nonhabitat ,0.8194
habrdurb ,110, nonhabitat ,0.0819
habrdurb ,111, nonhabitat ,0.5736
habrdurb ,112, nonhabitat ,0.0819
habrdurb ,113, nonhabitat ,0.0819
habrdurb ,115, nonhabitat ,0.0819
habrdurb ,117, nonhabitat ,0.0819
habrdurb ,118, nonhabitat ,0.1639
habrdurb ,119, nonhabitat ,0.0819
habrdurb ,120, nonhabitat ,0.2458
habrdurb ,121, nonhabitat ,10.5709
habrdurb ,122, nonhabitat ,0.1639
habrdurb ,125, nonhabitat ,0.0819
habrdurb ,127, nonhabitat ,0.2458
habrdurb ,128, nonhabitat ,0.0819
habrdurb ,129, nonhabitat ,0.0819
habrdurb ,130, nonhabitat ,0.2458
habrdurb ,131, nonhabitat ,0.0819
habrdurb ,133, nonhabitat ,0.0819
habrdurb ,134, nonhabitat ,0.0819
habrdurb ,135, nonhabitat ,1.1472
habrdurb ,136, nonhabitat ,0.1639
habrdurb ,137, nonhabitat ,0.4097
habrdurb ,138, nonhabitat ,0.2458
habrdurb ,139, nonhabitat ,0.2458
habrdurb ,140, nonhabitat ,0.0819
habrdurb ,141, nonhabitat ,0.0819
habrdurb ,142, nonhabitat ,0.3278
habrdurb ,143, nonhabitat ,0.0819
habrdurb ,144, nonhabitat ,0.3278
habrdurb ,145, nonhabitat ,0.1639
habrdurb ,146, nonhabitat ,0.1639
habrdurb ,147, nonhabitat ,0.1639
habrdurb ,148, nonhabitat ,0.2458
habrdurb ,149, nonhabitat ,0.0819
habrdurb ,150, nonhabitat ,0.4917
habrdurb ,151, nonhabitat ,0.4097
habrdurb ,152, nonhabitat ,0.0819
habrdurb ,153, nonhabitat ,0.0819
habrdurb ,154, nonhabitat ,0.1639
habrdurb ,155, nonhabitat ,0.1639
habrdurb ,156, nonhabitat ,0.0819
habrdurb ,157, nonhabitat ,0.2458
habrdurb ,158, nonhabitat ,0.0819
habrdurb ,159, nonhabitat ,0.1639
habrdurb ,160, nonhabitat ,0.0819
habrdurb ,161, nonhabitat ,0.2458
habrdurb ,162, nonhabitat ,0.0819
habrdurb ,163, nonhabitat ,0.0819
habrdurb ,164, nonhabitat ,0.0819
habrdurb ,166, nonhabitat ,0.0819
habrdurb ,168, nonhabitat ,0.2458
habrdurb ,170, nonhabitat ,0.4097
habrdurb ,171, nonhabitat ,0.2458
habrdurb ,173, nonhabitat ,0.1639
habrdurb ,174, nonhabitat ,0.1639
habrdurb ,175, nonhabitat ,0.1639
habrdurb ,176, nonhabitat ,0.1639
habrdurb ,177, nonhabitat ,0.0819
habrdurb ,178, nonhabitat ,0.1639
habrdurb ,179, nonhabitat ,0.4097
habrdurb ,180, nonhabitat ,0.4097
habrdurb ,181, nonhabitat ,1.3111
habrdurb ,182, nonhabitat ,0.0819
habrdurb ,183, nonhabitat ,0.4097
habrdurb ,185, nonhabitat ,0.2458
habrdurb ,186, nonhabitat ,0.0819
habrdurb ,187, nonhabitat ,0.0819
habrdurb ,190, nonhabitat ,0.0819
habrdurb ,191, nonhabitat ,0.0819
habrdurb ,192, nonhabitat ,0.1639
habrdurb ,193, nonhabitat ,0.3278
habrdurb ,194, nonhabitat ,0.1639
habrdurb ,195, nonhabitat ,0.0819
habrdurb ,196, nonhabitat ,0.1639
habrdurb ,197, nonhabitat ,0.0819
habrdurb ,198, nonhabitat ,0.0819
habrdurb ,199, nonhabitat ,0.1639
habrdurb ,200, nonhabitat ,0.0819
habrdurb ,201, nonhabitat ,0.0819
habrdurb ,203, nonhabitat ,0.0819
habrdurb ,204, nonhabitat ,0.0819
habrdurb ,205, nonhabitat ,0.1639
habrdurb ,206, nonhabitat ,0.1639
habrdurb ,207, nonhabitat ,0.0819
habrdurb ,208, nonhabitat ,0.8194
habrdurb ,209, nonhabitat ,0.0819
habrdurb ,210, nonhabitat ,0.2458
habrdurb ,211, nonhabitat ,0.0819
habrdurb ,213, nonhabitat ,0.7375
habrdurb ,214, nonhabitat ,0.9833
habrdurb ,216, nonhabitat ,0.0819
habrdurb ,217, nonhabitat ,0.0819
habrdurb ,218, nonhabitat ,0.0819
habrdurb ,219, nonhabitat ,0.0819
habrdurb ,220, nonhabitat ,0.1639
habrdurb ,221, nonhabitat ,0.2458
habrdurb ,222, nonhabitat ,0.4917
habrdurb ,224, nonhabitat ,0.2458
habrdurb ,225, nonhabitat ,0.1639
habrdurb ,226, nonhabitat ,0.1639
habrdurb ,227, nonhabitat ,0.0819
habrdurb ,229, nonhabitat ,0.2458
habrdurb ,230, nonhabitat ,0.3278
habrdurb ,231, nonhabitat ,0.0819
habrdurb ,232, nonhabitat ,0.0819
habrdurb ,235, nonhabitat ,0.1639
habrdurb ,236, nonhabitat ,0.0819
habrdurb ,238, nonhabitat ,0.0819
habrdurb ,239, nonhabitat ,0.1639
habrdurb ,240, nonhabitat ,0.5736
habrdurb ,242, nonhabitat ,0.1639
habrdurb ,244, nonhabitat ,0.5736
habrdurb ,245, nonhabitat ,0.0819
habrdurb ,246, nonhabitat ,0.0819
habrdurb ,247, nonhabitat ,0.6556
habrdurb ,248, nonhabitat ,0.6556
habrdurb ,249, nonhabitat ,0.0819
habrdurb ,250, nonhabitat ,0.0819
habrdurb ,251, nonhabitat ,0.0819
habrdurb ,252, nonhabitat ,0.1639
habrdurb ,253, nonhabitat ,0.3278
habrdurb ,254, nonhabitat ,0.0819
habrdurb ,258, nonhabitat ,0.0819
habrdurb ,259, nonhabitat ,0.0819
habrdurb ,261, nonhabitat ,0.2458
habrdurb ,262, nonhabitat ,0.0819
habrdurb ,263, nonhabitat ,0.1639
habrdurb ,264, nonhabitat ,0.5736
habrdurb ,266, nonhabitat ,0.0819
habrdurb ,267, nonhabitat ,0.0819
habrdurb ,268, nonhabitat ,0.0819
habrdurb ,269, nonhabitat ,0.2458
habrdurb ,270, nonhabitat ,0.0819
habrdurb ,271, nonhabitat ,0.4917
habrdurb ,272, nonhabitat ,0.0819
habrdurb ,273, nonhabitat ,0.2458
habrdurb ,275, nonhabitat ,0.4917
habrdurb ,276, nonhabitat ,0.4097
habrdurb ,278, nonhabitat ,0.5736
habrdurb ,279, nonhabitat ,0.0819
habrdurb ,280, nonhabitat ,0.0819
habrdurb ,281, nonhabitat ,0.1639
habrdurb ,282, nonhabitat ,0.1639
habrdurb ,283, nonhabitat ,0.1639
habrdurb ,284, nonhabitat ,0.0819
habrdurb ,285, nonhabitat ,0.0819
habrdurb ,286, nonhabitat ,0.1639
habrdurb ,287, nonhabitat ,0.0819
habrdurb ,288, nonhabitat ,0.0819
habrdurb ,289, nonhabitat ,0.2458
habrdurb ,290, nonhabitat ,0.0819
habrdurb ,291, nonhabitat ,0.0819
habrdurb ,292, nonhabitat ,0.1639
habrdurb ,293, nonhabitat ,0.1639
habrdurb ,294, nonhabitat ,0.0819
habrdurb ,295, nonhabitat ,0.0819
habrdurb ,296, nonhabitat ,0.0819
habrdurb ,297, nonhabitat ,0.0819
habrdurb ,298, nonhabitat ,0.0819
habrdurb ,299, nonhabitat ,0.1639
habrdurb ,301, nonhabitat ,0.0819
habrdurb ,302, nonhabitat ,0.6556
habrdurb ,303, nonhabitat ,0.0819
habrdurb ,304, nonhabitat ,0.2458
habrdurb ,305, nonhabitat ,0.0819
habrdurb ,306, nonhabitat ,0.0819
habrdurb ,307, nonhabitat ,0.0819
habrdurb ,310, nonhabitat ,0.0819
habrdurb ,314, nonhabitat ,0.0819
habrdurb ,316, nonhabitat ,0.9014
habrdurb ,317, nonhabitat ,0.1639
habrdurb ,318, nonhabitat ,0.4097
habrdurb ,319, nonhabitat ,31.5487
habrdurb ,320, nonhabitat ,0.0819
habrdurb ,322, nonhabitat ,0.1639
habrdurb ,323, nonhabitat ,0.3278
habrdurb ,324, nonhabitat ,0.5736
habrdurb ,325, nonhabitat ,0.1639
habrdurb ,326, nonhabitat ,0.5736
habrdurb ,327, nonhabitat ,0.5736
habrdurb ,328, nonhabitat ,1.557
habrdurb ,329, nonhabitat ,0.3278
habrdurb ,331, nonhabitat ,0.0819
habrdurb ,332, nonhabitat ,0.0819
habrdurb ,334, nonhabitat ,0.0819
habrdurb ,335, nonhabitat ,0.0819
habrdurb ,336, nonhabitat ,0.4097
habrdurb ,337, nonhabitat ,0.0819
habrdurb ,338, nonhabitat ,21.3056
habrdurb ,339, nonhabitat ,1.557
habrdurb ,340, nonhabitat ,0.0819
habrdurb ,341, nonhabitat ,0.1639
habrdurb ,342, nonhabitat ,0.0819
habrdurb ,343, nonhabitat ,0.0819
habrdurb ,344, nonhabitat ,0.2458
habrdurb ,345, nonhabitat ,0.5736
habrdurb ,346, nonhabitat ,0.1639
habrdurb ,348, nonhabitat ,0.0819
habrdurb ,351, nonhabitat ,0.1639
habrdurb ,352, nonhabitat ,0.1639
habrdurb ,354, nonhabitat ,0.2458
habrdurb ,355, nonhabitat ,0.3278
habrdurb ,356, nonhabitat ,0.2458
habrdurb ,357, nonhabitat ,0.1639
habrdurb ,358, nonhabitat ,0.1639
habrdurb ,359, nonhabitat ,0.1639
habrdurb ,360, nonhabitat ,0.3278
habrdurb ,361, nonhabitat ,0.3278
habrdurb ,362, nonhabitat ,0.1639
habrdurb ,363, nonhabitat ,0.0819
habrdurb ,364, nonhabitat ,0.3278
habrdurb ,365, nonhabitat ,0.0819
habrdurb ,367, nonhabitat ,0.1639
habrdurb ,368, nonhabitat ,0.1639
habrdurb ,369, nonhabitat ,0.1639
habrdurb ,370, nonhabitat ,0.0819
habrdurb ,371, nonhabitat ,0.4917
habrdurb ,372, nonhabitat ,0.0819
habrdurb ,374, nonhabitat ,0.1639
habrdurb ,375, nonhabitat ,0.0819
habrdurb ,376, nonhabitat ,0.0819
habrdurb ,377, nonhabitat ,0.0819
habrdurb ,378, nonhabitat ,0.6556
habrdurb ,379, nonhabitat ,0.0819
habrdurb ,380, nonhabitat ,0.2458
habrdurb ,381, nonhabitat ,0.8194
habrdurb ,382, nonhabitat ,0.1639
habrdurb ,383, nonhabitat ,0.1639
habrdurb ,385, nonhabitat ,2.2945
habrdurb ,386, nonhabitat ,0.1639
habrdurb ,387, nonhabitat ,0.0819
habrdurb ,388, nonhabitat ,0.0819
habrdurb ,389, nonhabitat ,0.0819
habrdurb ,391, nonhabitat ,1.6389
habrdurb ,392, nonhabitat ,1.2292
habrdurb ,394, nonhabitat ,1.1472
habrdurb ,396, nonhabitat ,0.3278
habrdurb ,397, nonhabitat ,0.1639
habrdurb ,398, nonhabitat ,0.0819
habrdurb ,399, nonhabitat ,0.4917
habrdurb ,401, nonhabitat ,0.0819
habrdurb ,403, nonhabitat ,0.0819
habrdurb ,404, nonhabitat ,0.0819
habrdurb ,406, nonhabitat ,0.0819
habrdurb ,413, nonhabitat ,0.1639
habrdurb ,417, nonhabitat ,8.6861
habrdurb ,419, nonhabitat ,0.0819
habrdurb ,424, nonhabitat ,0.1639
habrdurb ,428, nonhabitat ,0.1639
habrdurb ,431, nonhabitat ,0.4097
habrdurb ,435, nonhabitat ,0.0819
habrdurb ,437, nonhabitat ,0.0819
habrdurb ,442, nonhabitat ,0.0819
habrdurb ,443, nonhabitat ,0.2458
habrdurb ,445, nonhabitat ,0.2458
habrdurb ,450, nonhabitat ,1.3111
habrdurb ,457, nonhabitat ,0.2458
habrdurb ,458, nonhabitat ,0.0819
habrdurb ,461, nonhabitat ,0.0819
habrdurb ,466, nonhabitat ,0.3278
habrdurb ,470, nonhabitat ,0.0819
habrdurb ,473, nonhabitat ,0.0819
habrdurb ,474, nonhabitat ,0.9014
habrdurb ,2, habitat ,767.1671
habrdurb ,5, habitat ,0.2458
habrdurb ,8, habitat ,1.7208
habrdurb ,10, habitat ,5.7361
habrdurb ,11, habitat ,660.3111
habrdurb ,15, habitat ,6.3097
habrdurb ,31, habitat ,0.0819
habrdurb ,38, habitat ,0.9833
habrdurb ,44, habitat ,2.8681
habrdurb ,48, habitat ,0.4097
habrdurb ,71, habitat ,20.3223
habrdurb ,84, habitat ,44.2502
habrdurb ,86, habitat ,0.0819
habrdurb ,98, habitat ,0.0819
habrdurb ,100, habitat ,0.2458
habrdurb ,106, habitat ,0.0819
habrdurb ,108, habitat ,101.6935
habrdurb ,114, habitat ,0.1639
habrdurb ,116, habitat ,0.7375
habrdurb ,123, habitat ,0.0819
habrdurb ,124, habitat ,0.0819
habrdurb ,126, habitat ,39.3335
habrdurb ,132, habitat ,34.5807
habrdurb ,165, habitat ,453.8922
habrdurb ,167, habitat ,20.4043
habrdurb ,169, habitat ,0.0819
habrdurb ,172, habitat ,103.3324
habrdurb ,184, habitat ,14.6681
habrdurb ,188, habitat ,0.0819
habrdurb ,189, habitat ,1.2292
habrdurb ,202, habitat ,0.0819
habrdurb ,212, habitat ,0.0819
habrdurb ,215, habitat ,0.0819
habrdurb ,223, habitat ,0.0819
habrdurb ,228, habitat ,15.3237
habrdurb ,233, habitat ,3.4417
habrdurb ,234, habitat ,0.0819
habrdurb ,237, habitat ,0.2458
habrdurb ,241, habitat ,0.0819
habrdurb ,243, habitat ,0.0819
habrdurb ,255, habitat ,0.0819
habrdurb ,256, habitat ,590.5761
habrdurb ,257, habitat ,0.0819
habrdurb ,260, habitat ,0.4917
habrdurb ,265, habitat ,38.9238
habrdurb ,274, habitat ,0.0819
habrdurb ,277, habitat ,71.6197
habrdurb ,300, habitat ,2.2125
habrdurb ,308, habitat ,9.6695
habrdurb ,309, habitat ,299.1804
habrdurb ,311, habitat ,0.0819
habrdurb ,312, habitat ,8.7681
habrdurb ,313, habitat ,15.5695
habrdurb ,315, habitat ,0.4097
habrdurb ,321, habitat ,173.1493
habrdurb ,330, habitat ,0.9833
habrdurb ,333, habitat ,0.0819
habrdurb ,347, habitat ,97.6782
habrdurb ,349, habitat ,0.1639
habrdurb ,350, habitat ,1.1472
habrdurb ,353, habitat ,0.1639
habrdurb ,366, habitat ,6.9653
habrdurb ,373, habitat ,5.3264
habrdurb ,384, habitat ,6.8834
habrdurb ,390, habitat ,0.0819
habrdurb ,393, habitat ,0.0819
habrdurb ,395, habitat ,0.0819
habrdurb ,400, habitat ,0.6556
habrdurb ,402, habitat ,0.0819
habrdurb ,405, habitat ,1.9667
habrdurb ,407, habitat ,0.0819
habrdurb ,408, habitat ,58.1808
habrdurb ,409, habitat ,10.8167
habrdurb ,410, habitat ,0.2458
habrdurb ,411, habitat ,16.9626
habrdurb ,412, habitat ,0.6556
habrdurb ,414, habitat ,0.3278
habrdurb ,415, habitat ,45.3974
habrdurb ,416, habitat ,0.1639
habrdurb ,418, habitat ,0.0819
habrdurb ,420, habitat ,137.9131
habrdurb ,421, habitat ,0.1639
habrdurb ,422, habitat ,1.3111
habrdurb ,423, habitat ,0.3278
habrdurb ,425, habitat ,0.0819
habrdurb ,426, habitat ,1.2292
habrdurb ,427, habitat ,0.0819
habrdurb ,429, habitat ,1.6389
habrdurb ,430, habitat ,0.0819
habrdurb ,432, habitat ,8.932
habrdurb ,433, habitat ,0.0819
habrdurb ,434, habitat ,0.1639
habrdurb ,436, habitat ,0.3278
habrdurb ,438, habitat ,0.0819
habrdurb ,439, habitat ,4.9986
habrdurb ,440, habitat ,0.0819
habrdurb ,441, habitat ,0.4097
habrdurb ,444, habitat ,0.4097
habrdurb ,446, habitat ,0.1639
habrdurb ,447, habitat ,0.1639
habrdurb ,448, habitat ,0.0819
habrdurb ,449, habitat ,1.7208
habrdurb ,451, habitat ,1.557
habrdurb ,452, habitat ,0.0819
habrdurb ,453, habitat ,4.2611
habrdurb ,454, habitat ,4.0972
habrdurb ,455, habitat ,0.0819
habrdurb ,456, habitat ,0.2458
habrdurb ,459, habitat ,0.0819
habrdurb ,460, habitat ,0.7375
habrdurb ,462, habitat ,0.0819
habrdurb ,463, habitat ,0.4097
habrdurb ,464, habitat ,0.1639
habrdurb ,465, habitat ,0.2458
habrdurb ,467, habitat ,0.0819
habrdurb ,468, habitat ,0.0819
habrdurb ,469, habitat ,16.9626
habrdurb ,471, habitat ,0.0819
habrdurb ,472, habitat ,8.2764
habrdurb ,475, habitat ,0.1639
habrdurb ,476, habitat ,0.0819
habrdurb ,477, habitat ,5.3264
habrdurb ,478, habitat ,0.0819
habrdurb ,479, habitat ,12.3737
habrdurb ,480, habitat ,0.0819
habrdurb ,481, habitat ,3.4417
habrdurb ,482, habitat ,8.4403
habrdurb ,483, habitat ,2.1306
habrdurb ,484, habitat ,0.2458
habrdurb ,485, habitat ,0.6556
habrdurb ,486, habitat ,1.557
habrdurb ,487, habitat ,0.0819
habrdurb ,488, habitat ,12.6195
habrdurb ,489, habitat ,0.1639
habrdurb ,490, habitat ,0.0819
habrdurb ,491, habitat ,0.0819
